topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/perception/obstacle_segmentation/crop_box_filter/debug/processing_time_ms,Best-Effort,5806,287.126,367.215,398.025,49.498,59.187,,,0.0
/perception/obstacle_segmentation/occupancy_grid_map_outlier_filter/debug/cyclic_time_ms,Best-Effort,5805,342.802,396.886,399.564,37.781,54.499,,,0.0
/perception/obstacle_segmentation/occupancy_grid_map_outlier_filter/debug/processing_time_ms,Best-Effort,5810,342.613,396.745,399.45,37.799,54.458,,,0.0
/perception/obstacle_segmentation/pointcloud_map_filtered/downsampled/pointcloud/debug/published_time,Best-Effort,5808,342.694,396.846,399.51,37.789,54.488,,,0.0
/perception/obstacle_segmentation/range_cropped/pointcloud/debug/published_time,Best-Effort,5811,290.556,368.831,400.273,49.795,59.56,,,0.0
/perception/obstacle_segmentation/scan_ground_filter/debug/cyclic_time_ms,Best-Effort,5810,346.763,401.042,403.811,38.076,54.901,,,0.0
/perception/obstacle_segmentation/scan_ground_filter/debug/processing_time_ms,Best-Effort,5799,346.978,401.129,403.886,37.916,54.766,,,0.0
/perception/obstacle_segmentation/single_frame/pointcloud/debug/published_time,Best-Effort,5801,347.048,401.101,403.804,37.748,54.554,,,0.0
/perception/occupancy_grid_map/pointcloud_based_occupancy_grid_map/debug/cyclic_time_ms,Best-Effort,5806,342.786,396.925,399.555,37.774,54.487,,,0.0
/perception/occupancy_grid_map/pointcloud_based_occupancy_grid_map/debug/pipeline_latency_ms,Best-Effort,5799,342.837,396.955,399.587,37.785,54.505,,,0.0
/perception/occupancy_grid_map/pointcloud_based_occupancy_grid_map/debug/processing_time_ms,Best-Effort,5809,342.673,396.775,399.451,37.783,54.461,,,0.0
/planning/auto_mode_status/avoidance_by_lane_change_left,Best-Effort,1487,1257.826,1529.374,1588.471,195.537,283.975,,,0.743444
/planning/auto_mode_status/avoidance_by_lane_change_right,Best-Effort,1482,1258.913,1529.346,1576.845,195.124,283.335,,,0.744351
/planning/auto_mode_status/blind_spot,Best-Effort,1567,1259.794,1538.096,1621.487,203.991,296.363,,,0.729641
/planning/auto_mode_status/crosswalk,Best-Effort,1645,1262.876,1546.952,1624.684,215.501,308.833,,,0.716037
/planning/auto_mode_status/goal_planner,Best-Effort,1536,1260.143,1535.461,1576.684,199.542,288.855,,,0.734578
/planning/auto_mode_status/intersection,Best-Effort,1600,1260.721,1540.196,1621.905,206.281,300.872,,,0.723709
/planning/auto_mode_status/intersection_occlusion,Best-Effort,1578,1260.477,1539.144,1622.07,205.105,298.858,,,0.727367
